1485463	0.792101	104	2	424
1203407	0.891730	104	4	1103
2054391	0.808200	104	2	474
1245794	0.907718	104	3	774
967926	0.927171	104	3	787
1336226	0.875158	104	3	807
972873	0.904149	104	4	1087
1706933	0.668412	104	3	798
1254998	0.656087	104	4	1072
1319336	0.787806	104	4	1101
2465971	0.791743	104	3	776
2304664	0.565401	104	6	1697
1825548	0.607620	104	3	826
1675411	0.685243	104	3	770
1642050	0.735091	104	6	1912
1665991	0.792240	104	6	1832
1539203	0.872360	104	3	822
1667209	0.729303	104	4	1172
1021126	0.853564	104	3	805
1443824	0.717884	104	4	1197
1095799	0.722269	104	6	1841
977737	0.883777	104	4	1111
610819	0.865618	104	4	1045
844477	0.879071	104	4	1068
1097032	0.865310	104	4	1144
1066909	0.910869	104	5	1400
1352971	0.838714	104	5	1508
1707579	0.656844	104	7	2019
1539530	0.668437	104	6	1910
1631777	0.938901	104	3	857
1101325	0.914854	104	3	825
982856	0.826400	104	4	1235
838005	0.835036	104	7	2110
1213965	0.812605	104	6	1801
1112252	0.895586	104	3	925
1448198	0.816937	104	3	889
1272758	0.850264	104	3	873
1184599	0.877389	104	5	1688
1625030	0.792875	104	3	914
1277955	0.914329	104	3	887
802074	0.950962	104	4	1313
1643124	0.911735	104	4	1196
1077250	0.946736	104	4	1315
1059490	0.872680	104	4	1442
894563	0.805893	104	5	3320
1243515	0.848808	104	4	1445
1373873	0.883768	104	5	1966
1622784	0.805901	104	6	2013
1400029	0.829645	104	4	1283
1454340	0.866216	104	4	1207
2177658	0.691468	104	4	1219
833212	0.942576	104	3	892
1020694	0.893108	104	4	1214
1020395	0.798560	104	3	925
1595882	0.802130	104	3	830
1173481	0.827870	104	4	1227
1060656	0.945248	104	3	914
1017524	0.956038	104	3	877
1433261	0.852842	104	2	465
1175512	0.947575	104	3	903
1758683	0.868230	104	3	947
1450328	0.885247	104	3	937
1874176	0.877878	104	3	892
1386947	0.742518	104	2	454
1586583	0.869740	104	3	1697
1783619	0.942851	104	2	932
1931379	0.848492	104	4	1360
828398	0.829995	104	3	931
908365	0.981559	104	2	605
1314457	0.804668	104	2	451
941243	0.902453	104	2	454
1022204	0.926075	104	3	856
1514088	0.900291	104	3	879
1866100	0.948188	104	3	1020
622833	0.863489	104	3	1029
1214521	0.772317	104	3	857
1163106	0.744049	104	4	1237
669217	0.924501	104	3	852
2143002	0.883806	104	3	911
2457669	0.891840	104	3	897
2003251	0.793304	104	3	970
1017379	0.889395	104	2	509
1534714	0.868504	104	4	1222
928031	0.815495	104	3	884
1193276	0.867249	104	3	833
1559121	0.696686	104	3	857
1012037	0.892355	104	3	777
1482593	0.905099	104	3	795
832241	0.907389	104	3	848
1525793	0.684572	104	5	1612
2195074	0.708133	104	3	895
626666	0.930653	104	3	871
1820716	0.855179	104	3	909
1269473	0.956426	104	3	818
1609650	0.978502	104	3	831
872505	0.890624	104	5	1420
1072901	0.894435	104	4	1232
776282	0.801123	104	4	1130
837509	0.931565	104	3	880
1933562	0.988110	104	2	490
843405	0.853537	104	5	1552
1749406	0.958319	104	3	837
1931014	0.846301	104	3	821
848103	0.884478	104	3	880
1317680	0.944798	104	4	1227
674267	0.974818	104	3	852
1251186	0.869535	104	4	1225
810521	0.923354	104	3	814
789036	0.986799	104	3	848
605326	0.925988	104	3	875
1019115	0.904184	104	3	771
537537	0.933497	104	3	817
1275367	0.865055	104	3	790
963286	0.878125	104	3	820
790487	0.729397	104	4	1194
857073	0.918584	104	3	912
819228	0.931769	104	3	879
1314494	0.840265	104	5	1570
957908	0.838050	104	3	1749
1266050	0.611284	104	3	1791
854514	0.975965	104	3	954
728384	0.949007	104	4	1289
622503	0.934415	104	4	1264
1026997	0.877902	104	3	867
1099833	0.884802	104	4	1167
1009160	0.816383	104	5	1597
721609	0.869576	104	4	1255
1146768	0.931073	104	4	1188
1666817	0.785179	104	3	914
1321202	0.795379	104	3	892
1509177	0.678358	104	3	905
983118	0.909371	104	3	852
1621962	0.750355	104	3	854
1906543	0.646100	104	4	1251
1616045	0.847273	104	4	1226
970313	0.919022	104	2	509
957337	0.952143	104	2	497
1519348	0.684422	104	6	2106
636283	0.969155	104	3	792
