1485463	0,797035	54	2	473
1203235	0,891967	54	4	1118
2054391	0,810584	54	2	472
1245802	0,907583	54	3	824
967921	0,927153	54	3	794
1336221	0,876799	54	3	825
972813	0,903553	54	4	1125
1706763	0,668725	54	3	788
1254487	0,656770	54	4	1150
1319203	0,787550	54	4	1129
2465973	0,741345	54	3	764
2304673	0,565383	54	6	1770
1825031	0,607437	54	3	952
1675499	0,685748	54	3	819
1642071	0,735150	54	6	1735
1665952	0,792246	54	6	1592
1539220	0,872394	54	3	830
1667177	0,729483	54	4	1080
1021117	0,853609	54	3	857
1443802	0,717489	54	4	1083
1095700	0,721573	54	6	1664
977722	0,883662	54	4	1104
610686	0,865988	54	4	996
844442	0,879234	54	4	992
1097027	0,865302	54	4	1091
1066901	0,910863	54	5	1409
1352687	0,838411	54	5	1336
1705366	0,659737	54	7	1942
1539809	0,671390	54	6	1661
1631761	0,938814	54	3	811
1101288	0,914746	54	3	760
982825	0,826718	54	4	1100
838017	0,834942	54	7	1944
1213522	0,813282	54	6	1716
1112250	0,895346	54	3	849
1448153	0,816741	54	3	789
1272657	0,849998	54	3	851
1184506	0,879230	54	5	1471
1625051	0,792902	54	3	823
1277885	0,914353	54	3	783
802057	0,951115	54	4	1129
1643130	0,911715	54	4	1095
1077258	0,946830	54	4	1053
1059527	0,872664	54	4	1101
894558	0,805909	54	5	1415
1243513	0,848253	54	4	1139
1374071	0,883682	54	5	1494
1622714	0,805834	54	6	1738
1399879	0,829437	54	4	1060
1454315	0,865909	54	4	983
2177667	0,691396	54	4	1027
833199	0,942648	54	3	780
1020688	0,893133	54	4	1046
1020386	0,798670	54	3	780
1595884	0,788918	54	3	720
1173476	0,828123	54	4	1137
1060656	0,954022	54	3	783
1017521	0,956008	54	3	880
1433261	0,834608	54	2	437
1175512	0,947575	54	3	761
1758683	0,868230	54	3	748
1450046	0,885366	54	3	805
1874131	0,877819	54	3	800
1386947	0,725851	54	2	427
1586583	0,872854	54	3	782
1783619	0,947151	54	2	432
1931337	0,848386	54	4	1172
828363	0,830221	54	3	796
908365	0,981417	54	2	483
1314457	0,796478	54	2	439
941243	0,893748	54	2	435
1022151	0,926209	54	3	781
1514073	0,900264	54	3	792
1866102	0,948169	54	3	866
622798	0,863558	54	3	775
1214596	0,772263	54	3	822
1162989	0,744343	54	4	1064
669217	0,924501	54	3	681
2143001	0,883771	54	3	699
2457669	0,891840	54	3	707
2003240	0,789341	54	3	771
1017379	0,892911	54	2	482
1534692	0,868752	54	4	1088
927779	0,814781	54	3	873
1193198	0,867097	54	3	809
1558969	0,696250	54	3	884
1012037	0,891041	54	3	705
1482593	0,896381	54	3	732
832197	0,907352	54	3	783
1525718	0,683444	54	5	1363
2195075	0,708144	54	3	818
626657	0,930662	54	3	813
1820716	0,882211	54	3	817
1269473	0,957379	54	3	791
1609650	0,978736	54	3	814
872449	0,890041	54	5	1237
1072857	0,894362	54	4	1098
776242	0,801249	54	4	1045
837550	0,931769	54	3	764
1933562	0,991979	54	2	484
843339	0,853262	54	5	1354
1749410	0,954598	54	3	806
1931008	0,846186	54	3	687
848109	0,884024	54	3	820
1317670	0,944851	54	4	1158
674263	0,974813	54	3	875
1251056	0,869089	54	4	1148
810423	0,923330	54	3	771
789036	0,987459	54	3	892
605328	0,925956	54	3	826
1018823	0,902936	54	3	749
537528	0,933499	54	3	814
1275396	0,865752	54	3	755
963286	0,883470	54	3	835
790488	0,738626	54	4	1036
856854	0,919359	54	3	805
819159	0,932034	54	3	819
1314467	0,839840	54	5	1382
957889	0,838382	54	3	807
1266128	0,611256	54	3	882
854482	0,975904	54	3	769
728335	0,948643	54	4	1126
622487	0,934350	54	4	1112
1026973	0,879250	54	3	721
1099798	0,884834	54	4	1124
1009074	0,816154	54	5	1374
721614	0,869762	54	4	1150
1146756	0,931060	54	4	1046
1666817	0,785179	54	3	742
1321007	0,795655	54	3	799
1509127	0,678406	54	3	826
983126	0,904921	54	3	758
1621986	0,750303	54	3	842
1906539	0,645539	54	4	1251
1616008	0,847221	54	4	1159
970313	0,913620	54	2	550
957337	0,955780	54	2	499
1518621	0,684346	54	6	1758
636293	0,974325	54	3	777
1158217	0,926615	54	3	772
1502866	0,708873	54	3	751
843399	0,912718	54	2	465
1385308	0,600843	54	2	524
1149057	0,808617	54	2	469
1844264	0,778407	54	3	820
2397655	0,613942	54	3	757
964963	0,918142	54	5	1397
1494969	0,824083	54	4	1162
1679748	0,856996	54	5	1425
1648058	0,663571	54	13	4187
1519985	0,706026	54	9	2901
1648640	0,933886	54	2	592
1422333	0,904644	54	5	1377
1596072	0,894347	54	5	1431
914316	0,904173	54	4	1128
1706527	0,956525	54	2	488
1188468	0,837907	54	8	2249
1644773	0,787442	54	3	820
1084720	0,932889	54	3	812
1096451	0,956050	54	3	810
1316980	0,884628	54	5	1408
1502943	0,765709	54	4	1178
1297397	0,854113	54	3	875
1741749	0,641681	54	4	1134
1625131	0,848496	54	3	764
479175	0,786060	54	2	522
584968	0,759789	54	2	567
692986	0,988235	54	3	892
556868	0,984362	54	3	881
600693	0,986146	54	3	800
752273	0,975972	54	3	902
624286	0,988863	54	4	1171
467133	0,982806	54	4	1166
729965	0,984880	54	4	1118
828098	0,971160	54	4	1088
678412	0,936996	54	3	808
574272	0,810774	54	4	1130
814953	0,884249	54	3	780
1074137	0,962843	54	2	505
839465	0,906475	54	2	529
794189	0,921898	54	2	478
876700	0,937364	54	2	492
920127	0,837837	54	4	1162
734862	0,790073	54	4	1175
1075751	0,750517	54	3	915
1539532	0,782267	54	8	2312
1718379	0,830986	54	6	1822
1045642	0,762499	54	5	1338
1341449	0,594882	54	3	769
1821244	0,659393	54	3	803
2371539	0,897927	54	2	469
780083	0,926605	54	4	1108
1055723	0,939263	54	4	1101
899425	0,813539	54	2	461
707617	0,989494	54	2	439
784196	0,944306	54	3	782
1075783	0,859380	54	3	857
1473827	0,830639	54	4	1156
714569	0,901569	54	4	1231
1046196	0,929332	54	4	1156
1129931	0,601589	54	3	805
845534	0,910370	54	2	471
920534	0,860996	54	4	1126
787441	0,815824	54	3	788
922306	0,881140	54	3	807
1388025	0,650602	54	3	698
1369968	0,725138	54	3	784
835869	0,871480	54	4	1147
1099320	0,936788	54	3	872
1113578	0,646166	54	4	1037
1098821	0,895097	54	6	1805
1161110	0,801332	54	6	1704
602123	0,757762	54	2	491
724499	0,536385	54	2	529
830906	0,974989	54	2	460
1291562	0,855999	54	4	1175
1213002	0,831193	54	5	1388
997694	0,794084	54	4	1015
847098	0,844374	54	3	713
1018562	0,861466	54	4	1052
1141662	0,773269	54	5	1317
592268	0,903461	54	2	449
1547701	0,563994	54	7	2008
540544	0,924096	54	2	456
1267440	0,994556	54	2	484
1060335	0,970176	54	2	493
1334740	0,844577	54	3	775
1003731	0,987929	54	2	510
770635	0,981252	54	2	460
1230524	0,923980	54	2	504
1996265	0,722055	54	3	863
1347343	0,942995	54	2	538
1028073	0,947582	54	2	486
735576	0,838782	54	2	1027
572780	0,983598	54	2	918
1178683	0,758857	54	2	525
960858	0,977137	54	2	507
1654878	0,816086	54	3	786
1469443	0,949341	54	2	599
1256251	0,965408	54	2	551
518683	0,903387	54	2	567
1178639	0,950432	54	2	450
2753390	0,531953	54	2	526
1335317	0,976147	54	2	530
937266	0,908981	54	2	516
715071	0,823713	54	2	460
1050744	0,889798	54	2	510
1542471	0,636846	54	3	728
1084988	0,894892	54	2	528
1935673	0,629275	54	2	606
1180533	0,885419	54	2	626
668186	0,980093	54	2	540
625772	0,988573	54	2	541
913903	0,950132	54	3	832
828888	0,978340	54	3	868
968784	0,824647	54	2	431
432415	0,976185	54	2	396
1194242	0,953325	54	2	451
1176055	0,951067	54	2	466
183084	0,980448	54	2	407
663213	0,977712	54	2	420
973763	0,942526	54	2	521
