2079372	0.000000	104	2	316
3506522	0.000000	104	4	620
2715845	0.000000	104	2	323
3108549	0.000000	104	3	475
4009594	0.000000	104	3	472
3657201	0.000000	104	3	493
3442372	0.000000	104	4	662
2403256	0.000815	104	3	502
2525982	0.000495	104	4	683
4107198	0.068640	104	4	812
3091050	0.000000	104	3	525
4993711	0.000000	104	6	934
2346807	0.000000	104	3	549
2322107	0.000000	104	3	491
3675430	0.000000	104	6	964
3586494	0.000000	104	6	926
3498374	0.000000	104	3	465
3029719	0.000000	104	4	622
3112425	0.000000	104	3	469
3225223	0.000000	104	4	637
3635308	0.000000	104	6	935
3666107	0.000000	104	4	626
1821535	0.000000	104	4	630
2084753	0.000000	104	4	630
3049277	0.000000	104	4	628
3795676	0.000000	104	5	779
2658597	0.028257	104	5	776
2937955	0.000000	104	7	1095
2944977	0.000000	104	6	959
3279763	0.000033	104	3	501
2797761	0.000000	104	3	484
3026408	0.000000	104	4	720
4812176	0.000000	104	7	1146
3151920	0.000000	104	6	942
2794568	0.000000	104	3	483
3154457	0.000000	104	3	508
2295614	0.000000	104	3	476
3794305	0.024028	104	5	821
2785809	0.008695	104	3	476
2951981	0.000000	104	3	473
3044406	0.000000	104	4	660
3853638	0.000000	104	4	684
3052702	0.000000	104	4	639
